record_id,latent_0,latent_1,latent_2,latent_3,latent_4,latent_5,latent_6,latent_7,latent_8,latent_9,latent_10,latent_11,latent_12,latent_13,latent_14,latent_15,latent_16,latent_17,latent_18,latent_19,latent_20,latent_21,latent_22,latent_23,latent_24,latent_25,latent_26,latent_27,latent_28,latent_29,latent_30,latent_31
40,-0.5235891,1.6987646,0.4222688,1.3856999,-1.3811762,0.034904644,0.20814133,0.7802777,-0.40014726,-2.3095887,-0.4083318,-0.57456034,1.8532373,-2.3444636,0.87574905,0.26669297,-0.7066921,1.0489457,-1.7803295,-1.1385834,0.5440413,1.8277841,-0.26844615,-1.4613273,1.1245923,0.2629743,-1.0494459,0.09634648,1.1717374,-1.2228631,0.7964343,-3.0596983
42,0.18856947,1.5182632,1.7710952,4.294163,-2.7223186,1.0047933,-0.70434284,-1.5165921,3.758122,-3.1612663,-1.1531221,0.68468636,2.5454264,-4.5191665,0.044954717,2.682186,-2.1833038,1.5588555,-2.0142374,0.54803693,-1.727258,1.6066945,-1.6049963,0.15977839,0.18874559,-0.51646435,-2.4799445,1.334479,2.4426167,1.0855215,0.74897385,-3.2325494
44,2.179905,0.66896296,3.021131,5.577469,-2.541501,0.6212641,1.028811,-1.2675914,1.5083536,-2.7505584,-0.50515497,3.288299,-0.8878527,-2.7790294,-0.14476496,1.3679932,-1.3435773,0.5696455,-1.9320294,0.71068484,0.40149167,3.13293,-0.9249618,-0.94600815,0.044926584,-2.4070518,-2.2287178,0.84551364,0.11259785,1.696098,0.2170272,-1.2712598
45,1.5006934,-0.844458,2.34174,3.3987195,-3.3653216,0.49771535,0.64090055,-1.2353946,1.2195805,0.07372048,0.28632265,1.3431162,-0.86909914,-1.4135244,-1.0163908,0.6123982,-0.4991026,-0.5569781,-1.2470201,-0.29382437,1.1320871,1.6122513,-1.6925898,-0.1589446,-0.029330105,0.093338564,-0.5849759,-0.78458077,-0.6228328,2.812389,-2.3781054,-2.7606063
41,0.33653432,-1.0345027,1.1721203,3.2181919,-1.5772873,-0.6889565,1.5075014,0.4224495,0.3187081,0.37912685,1.7872137,0.12516856,-0.7087321,0.07561035,-0.4926439,0.30433273,-0.018351704,-0.15281942,-2.7983527,-0.7228548,1.1750728,0.8840993,-1.7856116,-0.64409816,-0.1648525,0.34842315,0.3605537,0.5084176,-1.1570444,1.1616302,-1.4897064,-2.4577491
43,1.3478001,-0.30798554,3.2336872,6.337784,-3.666175,0.09444985,0.20439297,-2.9434507,3.8765883,-0.7048666,0.11325933,1.5850478,0.86624956,-3.9575098,-1.5730139,2.7463157,-1.3459721,-0.5460236,-1.2396812,0.15900536,-0.42854685,1.0065128,-2.9916136,1.2830195,-1.1657311,-0.5933087,-1.8735784,-0.1272118,0.5346818,2.7165642,-1.2162112,-3.4314222
46,0.7395695,-1.8295091,3.142428,3.5657616,-3.3625445,3.000593,-0.19982956,-1.3663349,0.91317904,-0.23669155,-0.6347183,-0.07658285,-1.1832198,0.33785778,-2.147254,1.146756,-0.067686625,-1.3461465,-0.59058845,1.8367829,-0.014709756,-1.4813528,0.13614592,3.685615,0.014185369,-1.7283996,-3.159918,-0.3708976,0.67551494,3.8199852,-2.3431907,-2.5100746
50,1.9560395,0.04562359,1.9705037,3.5882642,-1.7653849,0.90989244,0.9598102,-0.03520691,0.41670808,-1.3270688,-0.9266283,2.7385004,-0.36686158,-2.4659057,0.24126548,-0.78575945,-0.96072614,0.46845496,-2.416383,1.1886227,2.0095086,1.8483438,-0.4044053,-2.288054,-0.4382084,-0.83796644,-0.35723272,0.19972126,-0.6791828,1.2099587,-0.34394047,-0.22510602
47,-0.20420887,0.85602903,1.4493814,2.844674,-3.459293,1.2485644,-0.9906751,-1.0458227,2.8346825,-1.1106523,-0.9407244,-0.49820367,2.3643823,-1.7954485,-0.52310324,2.3255086,-1.8388569,0.61532915,-0.37567613,1.4713814,-1.000959,-1.1709998,0.03169179,1.7953428,-0.08647601,-0.15610884,-2.1825116,0.32826993,0.9205215,0.49911577,-1.178091,-1.288189
51,-0.6616507,0.6651652,1.2816952,3.5995126,-0.3684942,2.8475173,-1.4736791,-0.6370901,2.6461992,-0.18539043,-1.9440365,-0.27764955,1.837145,-2.825901,0.036849856,1.1921972,-2.7479393,0.56724155,-2.0800579,2.7483141,-0.84084916,-1.9851701,0.44443753,0.18269128,-1.7654445,0.12484428,-1.473854,-0.05985768,2.7060506,-0.22501114,2.7816284,-1.7527671
